Age,BusinessTravelN,DailyRate,DepartmentN,DistanceFromHome,Education,EducationFieldN,EmployeeCount,EnvironmentSatisfaction,GenderN,HourlyRate,JobInvolvement,JobLevel,JobRole_N,JobSatisfaction,MaritalStatus_N,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18N,OverTimeN,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionN,Attrition
33,1,603,2,9,4,6,1,1,0,77,3,2,5,1,1,8224,18385,0,1,1,17,3,1,80,0,6,3,3,5,2,0,3,1,Yes
41,1,802,2,9,1,3,1,3,1,96,3,3,5,3,3,8189,21196,3,1,1,13,3,3,80,1,12,2,3,9,7,0,7,0,No
31,1,1079,2,16,4,6,1,1,1,70,3,3,5,3,2,8161,19002,2,1,0,13,3,1,80,3,10,2,3,1,0,0,0,1,Yes
48,1,817,2,2,1,6,1,2,1,56,4,2,5,2,2,8120,18597,3,1,0,12,3,4,80,0,12,3,3,2,2,2,2,0,No
34,1,735,2,3,1,4,1,4,0,75,2,2,5,4,2,8103,16495,3,1,1,12,3,3,80,0,9,3,2,4,2,0,1,0,No
35,1,1296,1,5,4,1,1,3,1,62,3,3,6,2,1,8095,18264,0,1,0,13,3,4,80,0,17,5,3,16,6,0,13,0,No
35,1,1232,2,16,3,6,1,3,1,96,3,3,5,2,2,8020,5100,0,1,0,15,3,3,80,2,12,3,2,11,9,6,9,0,No
36,1,711,1,5,4,3,1,2,0,42,3,3,7,1,2,8008,22792,4,1,0,12,3,3,80,2,9,6,3,3,2,0,2,0,No
46,0,849,2,26,2,3,1,2,1,98,2,2,5,2,1,7991,25166,8,1,0,15,3,3,80,0,6,3,3,2,2,2,2,0,No
29,1,332,0,17,3,2,1,2,1,51,2,3,4,1,1,7988,9769,1,1,0,13,3,1,80,0,10,3,2,10,9,0,9,0,No
44,1,621,1,15,3,4,1,1,0,73,3,3,7,4,2,7978,14075,1,1,0,11,3,4,80,1,10,2,3,10,7,0,5,1,Yes
52,1,319,1,3,3,4,1,4,1,39,2,3,6,3,2,7969,19609,2,1,1,14,3,3,80,0,28,4,3,5,4,0,4,0,No
40,1,448,1,16,3,3,1,3,0,84,3,3,6,4,1,7945,19948,6,1,1,15,3,4,80,0,18,2,2,4,2,3,3,0,No
29,2,1413,2,1,1,4,1,2,0,42,3,3,5,4,2,7918,6599,1,1,0,14,3,4,80,1,11,5,3,11,10,4,1,0,No
48,1,855,1,4,3,3,1,4,1,54,3,3,6,4,1,7898,18706,1,1,0,11,3,3,80,0,11,2,3,10,9,0,8,0,No
39,1,903,2,2,5,3,1,1,1,41,4,3,5,3,1,7880,2560,0,1,0,18,3,4,80,0,9,3,3,8,7,0,7,0,No
44,1,921,1,2,3,3,1,3,0,96,4,3,7,4,2,7879,14810,1,1,1,19,3,2,80,1,9,2,3,8,7,6,7,0,No
38,1,168,1,1,3,3,1,3,0,81,3,3,6,3,1,7861,15397,4,1,1,14,3,4,80,0,10,4,4,1,0,0,0,0,No
43,1,1179,2,2,3,4,1,4,1,73,3,2,5,4,2,7847,6069,1,1,1,17,3,1,80,1,10,3,3,10,9,8,8,0,No
35,1,882,2,3,4,3,1,4,1,92,3,3,5,4,3,7823,6812,6,1,0,13,3,2,80,1,12,2,3,10,9,0,8,0,No
36,0,217,1,18,4,3,1,1,1,78,3,2,6,4,1,7779,23238,2,1,0,20,4,1,80,0,18,0,3,11,9,0,9,0,No
38,1,397,1,2,2,4,1,4,0,54,2,3,6,3,2,7756,14199,3,1,1,19,3,4,80,1,10,6,4,5,4,0,2,0,No
34,2,618,1,3,1,3,1,1,1,45,3,2,7,4,1,7756,22266,0,1,0,17,3,3,80,0,7,1,2,6,2,0,4,0,No
33,2,1296,1,6,3,3,1,3,1,30,3,2,7,4,3,7725,5335,3,1,0,23,4,3,80,1,15,2,1,13,11,4,7,0,No
28,1,950,1,3,3,4,1,4,0,93,3,3,6,2,3,7655,8039,0,1,0,17,3,2,80,3,10,3,2,9,7,1,7,0,No
49,1,1184,2,11,3,6,1,3,0,43,3,3,5,4,2,7654,5860,1,1,0,18,3,1,80,2,9,3,4,9,8,7,7,1,Yes
36,1,557,2,3,3,4,1,1,0,94,2,3,5,4,2,7644,12695,0,1,0,19,3,3,80,2,10,2,3,9,7,3,4,0,No
37,0,1252,2,19,2,4,1,1,1,32,3,3,5,2,1,7642,4814,1,1,1,13,3,4,80,0,10,2,3,10,0,0,9,0,No
29,1,121,2,27,3,6,1,2,0,35,3,3,5,4,2,7639,24525,1,1,0,22,4,4,80,3,10,3,2,10,4,1,9,1,Yes
59,1,1435,2,25,3,3,1,1,0,99,3,3,5,1,1,7637,2354,7,1,0,11,3,4,80,0,28,3,2,21,16,7,9,0,No
35,1,1276,1,16,3,3,1,4,1,72,3,3,7,3,2,7632,14295,4,1,1,12,3,3,80,0,10,2,3,8,7,0,0,0,No
38,1,827,1,1,4,3,1,2,0,33,4,2,7,4,1,7625,19383,0,1,0,13,3,3,80,0,10,4,2,9,7,1,8,0,No
36,1,164,2,2,2,4,1,2,1,61,2,3,5,3,2,7596,3809,1,1,0,13,3,2,80,2,10,2,3,10,9,9,0,0,No
36,0,1434,2,8,4,3,1,1,1,76,2,3,5,1,1,7587,14229,1,1,0,15,3,2,80,0,10,1,3,10,7,0,9,0,No
29,2,337,1,14,1,2,1,3,0,84,3,3,7,4,1,7553,22930,0,1,1,12,3,1,80,0,9,1,3,8,7,7,7,1,Yes
31,1,691,2,7,3,6,1,4,1,73,3,2,5,4,3,7547,7143,4,1,0,12,3,4,80,3,13,3,3,7,7,1,7,0,No
53,2,124,2,2,3,6,1,3,0,38,2,3,5,2,2,7525,23537,2,1,0,12,3,1,80,1,30,2,3,15,7,6,12,0,No
43,1,574,1,11,3,3,1,1,1,30,3,3,7,3,2,7510,16873,1,1,0,17,3,2,80,1,10,1,3,10,9,0,9,0,No
37,1,799,1,1,3,1,1,2,0,59,3,3,6,4,1,7491,23848,4,1,0,17,3,4,80,0,12,3,4,6,5,1,2,0,No
51,2,1456,1,1,4,4,1,1,0,30,2,3,7,1,1,7484,25796,3,1,0,20,4,3,80,0,23,1,2,13,12,12,8,0,No
40,1,1124,2,1,2,4,1,2,1,57,1,2,5,4,2,7457,13273,2,1,1,22,4,3,80,3,6,2,2,4,3,0,2,0,No
31,2,1445,1,1,5,3,1,3,0,100,4,3,6,2,1,7446,8931,1,1,0,11,3,1,80,0,10,2,3,10,8,4,7,1,Yes
45,1,538,1,1,4,1,1,1,1,66,3,3,7,2,3,7441,20933,1,1,0,12,3,1,80,3,10,4,3,10,8,7,7,0,No
37,1,1189,2,3,3,3,1,3,1,87,3,3,5,4,1,7428,14506,2,1,0,12,3,1,80,0,12,3,3,5,3,1,3,0,No
27,1,608,1,1,2,3,1,3,0,68,3,3,6,1,2,7412,6009,1,1,0,11,3,4,80,0,9,3,3,9,7,0,7,0,No
42,1,319,1,24,3,4,1,4,1,56,3,3,6,1,2,7406,6950,1,1,1,21,4,4,80,1,10,5,2,10,9,5,8,0,No
49,1,527,1,8,2,2,1,1,0,51,3,3,2,2,2,7403,22477,4,1,0,11,3,3,80,1,29,3,2,26,9,1,7,0,No
46,1,150,1,2,4,1,1,4,1,60,3,2,6,4,3,7379,17433,2,1,0,11,3,3,80,1,12,3,2,6,3,1,4,0,No
38,1,130,2,2,2,6,1,4,1,32,3,3,5,2,1,7351,20619,7,1,0,16,3,3,80,0,10,2,3,1,0,0,0,0,No
29,1,408,2,23,1,3,1,4,0,45,2,3,5,1,2,7336,11162,1,1,0,13,3,1,80,1,11,3,1,11,8,3,10,1,Yes
46,1,1254,2,10,3,3,1,3,0,64,3,3,5,2,2,7314,14011,5,1,0,21,4,3,80,3,14,2,3,8,7,0,7,1,Yes
35,1,662,2,1,5,6,1,3,1,94,3,3,5,2,2,7295,11439,1,1,0,13,3,1,80,2,10,3,3,10,8,0,6,0,No
30,1,231,2,8,2,2,1,3,1,62,3,3,5,3,3,7264,9977,5,1,0,11,3,1,80,1,10,2,4,8,4,7,7,0,No
56,1,1400,1,7,3,3,1,4,1,49,1,3,6,4,1,7260,21698,4,1,0,11,3,1,80,0,37,3,2,6,4,0,2,0,No
31,1,1232,1,7,4,4,1,3,0,39,3,3,6,4,1,7143,25713,1,1,1,14,3,3,80,0,11,2,2,11,9,4,10,0,No
30,1,979,2,15,2,6,1,3,1,94,2,3,5,1,3,7140,3088,2,1,0,11,3,1,80,1,12,2,3,7,7,1,7,0,No
33,1,654,1,5,3,3,1,4,1,34,2,3,7,4,3,7119,21214,4,1,0,15,3,3,80,1,9,2,3,3,2,1,2,0,No
33,1,1216,2,8,4,6,1,3,1,39,3,2,5,3,3,7104,20431,0,1,0,12,3,4,80,0,6,3,3,5,0,1,2,0,No
36,1,325,1,10,4,1,1,4,0,63,3,3,7,3,2,7094,5747,3,1,0,12,3,1,80,0,10,0,3,7,7,1,7,0,No
34,1,971,2,1,3,1,1,4,1,64,2,3,5,3,2,7083,12288,1,1,1,14,3,4,80,0,10,3,3,10,9,8,6,0,No
41,1,1206,2,23,2,3,1,4,1,80,3,3,5,3,1,7082,11591,3,1,1,16,3,4,80,0,21,2,3,2,0,0,2,0,No
53,1,1395,1,24,4,4,1,2,1,48,4,3,7,4,2,7005,3458,3,1,0,15,3,3,80,0,11,2,3,4,3,1,2,0,No
36,1,430,1,2,4,2,1,4,0,73,3,2,3,2,2,6962,19573,4,1,1,22,4,4,80,1,15,2,3,1,0,0,0,0,No
33,1,1069,1,1,3,3,1,2,0,42,2,2,7,4,1,6949,12291,0,1,0,14,3,1,80,0,6,3,3,5,0,1,4,0,No
31,0,1188,2,20,2,6,1,4,0,45,3,2,5,3,2,6932,24406,1,1,0,13,3,4,80,1,9,2,2,9,8,0,0,0,No
29,1,1247,2,20,2,6,1,4,1,45,3,2,5,4,3,6931,10732,2,1,0,14,3,4,80,1,10,2,3,3,2,0,2,0,No
31,1,218,2,7,3,1,1,2,1,100,4,2,5,4,2,6929,12241,4,1,0,11,3,2,80,1,10,3,2,8,7,7,7,0,No
38,1,1009,2,2,2,3,1,2,0,31,3,2,5,1,3,6893,19461,3,1,0,15,3,4,80,1,11,3,3,7,7,1,7,0,No
35,1,1370,1,27,4,3,1,4,1,49,3,2,6,3,2,6883,5151,2,1,0,16,3,2,80,1,17,3,3,7,7,0,7,0,No
30,1,946,1,2,3,4,1,3,0,52,2,2,6,4,1,6877,20234,5,1,1,24,4,2,80,0,12,4,2,0,0,0,0,0,No
41,1,447,1,5,3,3,1,2,1,85,4,2,7,2,1,6870,15530,3,1,0,12,3,1,80,0,11,3,1,3,2,1,2,0,No
38,1,1035,2,3,4,3,1,2,1,42,3,2,5,4,1,6861,4981,8,1,1,12,3,3,80,0,19,1,3,1,0,0,0,0,No
54,1,431,1,7,4,4,1,4,0,68,3,2,3,4,2,6854,15696,4,1,0,15,3,2,80,1,14,2,2,7,1,1,7,0,No
40,1,107,2,10,3,1,1,2,0,84,2,2,5,2,3,6852,11591,7,1,0,12,3,2,80,1,7,2,4,5,1,1,3,0,No
36,1,1040,1,3,2,3,1,4,1,79,4,2,7,1,3,6842,26308,6,1,0,20,4,1,80,1,13,3,3,5,4,0,4,0,No
28,2,783,2,1,2,3,1,3,1,42,2,2,5,4,2,6834,19255,1,1,1,12,3,3,80,1,7,2,3,7,7,0,7,0,No
31,1,1332,1,11,2,4,1,3,1,80,3,2,7,1,2,6833,17089,1,1,1,12,3,4,80,0,6,2,2,6,5,0,1,0,No
42,1,691,2,8,4,6,1,3,1,48,3,2,5,2,2,6825,21173,0,1,0,11,3,4,80,1,10,2,3,9,7,4,2,0,No
36,1,884,2,1,4,3,1,2,0,73,3,2,5,3,1,6815,21447,6,1,0,13,3,1,80,0,15,5,3,1,0,0,0,0,No
31,1,1062,1,24,3,4,1,3,0,96,2,2,7,1,1,6812,17198,1,1,0,19,3,2,80,0,10,2,3,10,9,1,8,0,No
41,0,509,1,2,4,2,1,1,0,62,2,2,7,3,1,6811,2112,2,1,1,17,3,1,80,0,10,3,3,8,7,0,7,0,No
27,1,975,1,7,3,4,1,4,0,55,2,2,7,1,1,6811,23398,8,1,0,19,3,1,80,0,9,2,1,7,6,0,7,0,No
49,0,1002,1,18,4,3,1,4,1,92,3,2,6,4,3,6804,23793,1,1,1,15,3,1,80,2,7,0,3,7,7,1,7,0,No
43,2,775,2,15,3,3,1,4,1,47,2,2,5,4,2,6804,23683,3,1,0,18,3,3,80,1,7,5,3,2,2,2,2,0,No
34,1,810,2,8,2,1,1,2,1,92,4,2,5,3,2,6799,22128,1,1,0,21,4,3,80,2,10,5,3,10,8,4,8,0,No
50,2,562,2,8,2,1,1,2,1,50,3,2,5,3,2,6796,23452,3,1,1,14,3,1,80,1,18,4,3,4,3,1,3,1,Yes
39,0,439,1,9,3,3,1,3,1,70,3,2,2,2,1,6782,8770,9,1,0,15,3,3,80,0,9,2,2,5,4,0,3,0,No
42,1,1332,1,2,4,2,1,1,1,98,2,2,7,4,1,6781,17078,3,1,0,23,4,2,80,0,14,6,3,1,0,0,0,0,No
57,1,593,1,1,4,4,1,4,1,88,3,2,7,3,2,6755,2967,2,1,0,11,3,3,80,0,15,2,3,3,2,1,2,0,No
32,1,964,2,1,2,3,1,1,1,34,1,2,5,2,1,6735,12147,6,1,0,15,3,2,80,0,10,2,3,0,0,0,0,1,Yes
50,2,878,2,1,4,3,1,2,1,94,3,2,5,3,3,6728,14255,7,1,0,12,3,4,80,2,12,3,3,6,3,0,1,1,Yes
32,1,498,1,3,4,4,1,3,0,93,3,2,6,1,2,6725,13554,1,1,0,12,3,3,80,1,8,2,4,8,7,6,3,0,No
34,1,704,2,28,3,6,1,4,0,95,2,2,5,3,2,6712,8978,1,1,0,21,4,4,80,2,8,2,3,8,7,1,7,0,No
30,2,334,2,26,4,6,1,3,0,52,2,2,5,1,1,6696,22967,5,1,0,15,3,3,80,0,9,5,2,6,3,0,1,1,Yes
37,1,309,2,10,4,3,1,4,0,88,2,2,5,4,3,6694,24223,2,1,1,14,3,3,80,3,8,5,3,1,0,0,0,0,No
34,1,404,1,2,4,1,1,3,0,98,3,2,7,4,1,6687,6163,1,1,0,11,3,4,80,0,14,2,4,14,11,4,11,0,No
28,0,1476,1,1,3,3,1,3,0,55,1,2,2,4,2,6674,16392,0,1,0,11,3,1,80,3,10,6,3,9,8,7,5,0,No
38,1,1180,1,29,1,4,1,2,1,70,3,2,7,1,2,6673,11354,7,1,1,19,3,2,80,0,17,2,3,1,0,0,0,1,Yes
32,0,1146,1,15,4,4,1,3,0,34,3,2,7,4,3,6667,16542,5,1,0,18,3,2,80,1,9,6,3,5,1,1,2,0,No
36,0,845,2,1,5,4,1,4,0,45,3,2,5,4,1,6653,15276,4,1,0,15,3,2,80,0,7,6,3,1,0,0,0,0,No
36,1,1120,2,11,4,6,1,2,0,100,2,2,5,4,2,6652,14369,4,1,0,13,3,1,80,1,8,2,2,6,3,0,0,0,No
49,1,1495,1,5,4,1,1,1,1,96,3,2,7,3,2,6651,21534,2,1,0,14,3,2,80,1,20,0,2,3,2,1,2,0,No
35,1,1017,1,6,4,3,1,2,1,82,1,2,3,4,1,6646,19368,1,1,0,13,3,2,80,0,17,3,3,17,11,11,8,0,No
29,1,1210,2,2,3,4,1,1,1,78,2,2,5,2,2,6644,3687,2,1,0,19,3,2,80,2,10,2,3,0,0,0,0,0,No
45,1,954,2,2,2,1,1,2,1,46,1,2,1,3,1,6632,12388,0,1,0,13,3,1,80,0,9,3,3,8,7,3,1,0,No
29,1,1329,1,7,3,3,1,3,1,82,3,2,7,4,3,6623,4204,1,1,1,11,3,2,80,2,6,2,3,6,0,1,0,0,No
36,1,1425,1,14,1,3,1,3,1,68,3,2,7,4,2,6586,4821,0,1,1,17,3,1,80,1,17,2,2,16,8,4,11,0,No
31,1,1079,2,10,2,4,1,3,0,86,3,2,5,4,3,6583,20115,2,1,1,11,3,4,80,1,8,2,3,5,2,1,4,0,No
31,1,828,2,2,1,3,1,2,1,77,3,2,5,4,1,6582,8346,4,1,1,13,3,3,80,0,10,2,4,6,5,0,5,0,No
30,1,852,2,10,3,6,1,3,1,72,2,2,5,3,2,6578,2706,1,1,0,18,3,1,80,1,10,3,3,10,3,1,4,0,No
30,1,1082,2,12,3,1,1,2,0,83,3,2,5,3,1,6577,19558,0,1,0,11,3,2,80,0,6,6,3,5,4,4,4,0,No
49,1,470,1,20,4,4,1,3,0,96,3,2,6,1,2,6567,5549,1,1,0,14,3,3,80,0,16,2,2,15,11,5,11,0,No
38,1,1261,1,2,4,3,1,4,1,88,3,2,6,3,2,6553,7259,9,1,0,14,3,2,80,0,14,3,3,1,0,0,0,0,No
28,1,1083,1,29,1,3,1,3,1,96,1,2,6,2,2,6549,3173,1,1,0,14,3,2,80,2,8,2,2,8,6,1,7,0,No
42,1,916,1,17,2,3,1,4,0,82,4,2,3,1,1,6545,23016,3,1,1,13,3,3,80,0,10,1,3,3,2,0,2,0,No
35,1,755,1,9,4,3,1,3,1,97,2,2,7,2,1,6540,19394,9,1,0,19,3,3,80,0,10,5,3,1,1,0,0,0,No
34,0,1381,2,4,4,6,1,3,0,72,3,2,5,3,2,6538,12740,9,1,0,15,3,1,80,1,6,3,3,3,2,1,2,0,No
32,2,379,2,5,2,3,1,2,1,48,3,2,5,2,2,6524,8891,1,1,0,14,3,4,80,1,10,3,3,10,8,5,3,0,No
40,1,369,1,8,2,3,1,2,0,92,3,2,6,1,2,6516,5041,2,1,1,16,3,2,80,1,18,3,3,1,0,0,0,0,No
40,1,1194,1,1,3,3,1,3,0,52,3,2,7,4,3,6513,9060,4,1,0,17,3,4,80,1,12,3,3,5,3,0,3,0,No
37,1,228,2,6,4,4,1,3,1,98,3,2,5,4,2,6502,22825,4,1,0,14,3,2,80,1,7,5,4,5,4,0,1,0,No
34,1,1111,2,8,2,3,1,3,0,93,3,2,5,1,2,6500,13305,5,1,0,17,3,2,80,1,6,1,3,3,2,1,2,0,No
27,1,511,2,2,2,4,1,1,0,89,4,2,5,3,1,6500,26997,0,1,0,14,3,2,80,0,9,5,2,8,7,0,7,0,No
36,2,1195,1,11,3,3,1,2,1,95,2,2,6,2,1,6499,22656,1,1,0,13,3,3,80,0,6,3,3,6,5,0,3,0,No
37,1,977,1,1,3,3,1,4,0,56,2,2,6,4,2,6474,9961,1,1,0,13,3,2,80,1,14,2,2,14,8,3,11,0,No
39,0,792,1,1,3,3,1,4,1,77,3,2,2,4,2,6472,8989,1,1,1,15,3,4,80,1,9,2,3,9,8,5,8,0,No
44,1,1459,1,10,4,2,1,4,1,41,3,2,7,4,2,6465,19121,2,1,1,13,3,4,80,0,9,5,4,4,2,1,3,0,No
37,1,446,1,1,4,3,1,2,0,65,3,2,6,2,2,6447,15701,6,1,0,12,3,2,80,1,8,2,2,6,5,4,3,0,No
48,1,492,2,16,4,3,1,3,0,96,3,2,5,3,3,6439,13693,8,1,0,14,3,3,80,1,18,2,3,8,7,7,7,0,No
45,2,1199,1,7,4,3,1,1,1,77,4,2,6,3,2,6434,5118,4,1,0,17,3,4,80,1,9,1,3,3,2,0,2,0,No
41,0,552,0,4,3,5,1,3,1,60,1,2,4,2,2,6430,20794,6,1,0,19,3,2,80,1,10,4,3,3,2,1,2,0,No
31,1,106,0,2,3,5,1,1,1,62,2,2,4,1,2,6410,17822,3,1,0,12,3,4,80,0,9,1,3,2,2,1,0,0,No
47,2,719,2,27,2,3,1,2,0,77,4,2,5,3,1,6397,10339,4,1,1,12,3,4,80,0,8,2,3,5,4,1,3,1,Yes
26,2,1479,1,1,3,3,1,3,0,84,3,2,6,2,3,6397,26767,1,1,0,20,4,1,80,1,6,6,1,6,5,1,4,0,No
33,1,1242,2,8,4,3,1,1,1,46,3,2,5,1,2,6392,10589,2,1,0,13,3,4,80,1,8,6,1,2,2,2,2,0,No
39,1,141,0,3,3,5,1,3,0,44,4,2,4,2,2,6389,18767,9,1,0,15,3,3,80,1,12,3,1,8,3,3,6,0,No
33,1,516,1,8,5,3,1,4,1,69,3,2,7,3,1,6388,22049,2,1,1,17,3,1,80,0,14,6,3,0,0,0,0,0,No
55,2,135,1,18,4,4,1,3,1,62,3,2,7,2,2,6385,12992,3,1,1,14,3,4,80,2,17,3,3,8,7,6,7,0,No
29,1,726,1,29,1,3,1,4,1,93,1,2,7,3,3,6384,21143,8,1,0,17,3,4,80,2,11,3,3,7,0,1,6,0,No
40,1,575,2,22,2,6,1,3,1,68,2,2,5,3,2,6380,6110,2,1,1,12,3,1,80,2,8,6,3,6,4,1,0,1,Yes
40,1,1202,1,2,1,4,1,2,0,89,4,2,7,3,3,6377,13888,5,1,0,20,4,2,80,3,15,0,3,12,11,11,8,0,No
27,0,210,2,1,1,6,1,3,1,73,3,2,5,2,2,6349,22107,0,1,1,13,3,4,80,1,6,0,3,5,4,1,4,0,No
50,0,145,2,1,3,3,1,4,0,95,3,2,5,3,2,6347,24920,0,1,0,12,3,1,80,1,19,3,3,18,7,0,13,0,No
37,1,1192,1,5,2,4,1,4,1,61,3,2,6,4,3,6347,23177,7,1,0,16,3,3,80,2,8,2,2,6,2,0,4,0,No
30,1,1240,0,9,3,5,1,3,1,48,3,2,4,4,2,6347,13982,0,1,1,19,3,4,80,0,12,2,1,11,9,4,7,0,No
37,1,342,2,16,4,6,1,4,1,66,2,2,5,3,3,6334,24558,4,1,0,19,3,4,80,2,9,2,3,1,0,0,0,0,No
40,2,692,1,11,3,1,1,4,0,73,3,2,2,3,2,6323,26849,1,1,0,11,3,1,80,1,10,2,4,10,9,9,4,0,No
32,1,646,1,9,4,3,1,1,0,92,3,2,3,4,2,6322,18089,1,1,1,12,3,4,80,1,6,2,2,6,4,0,5,0,No
56,0,667,1,1,4,3,1,3,1,57,3,2,7,3,3,6306,26236,1,1,0,21,4,1,80,1,13,2,2,13,12,1,9,0,No
29,2,461,1,1,3,3,1,4,1,70,4,2,7,3,1,6294,23060,8,1,1,12,3,4,80,0,10,5,4,3,2,0,2,0,No
38,2,471,1,12,3,3,1,1,1,45,2,2,7,1,3,6288,4284,2,1,0,15,3,3,80,1,13,3,2,4,3,1,2,0,No
34,1,304,2,2,3,2,1,4,1,60,3,2,5,4,1,6274,18686,1,1,0,22,4,3,80,0,6,5,3,6,5,1,4,0,No
42,0,179,0,2,5,4,1,4,1,79,4,2,4,1,2,6272,12858,7,1,0,16,3,1,80,1,10,3,4,4,3,0,3,0,No
26,1,703,2,28,2,6,1,1,1,66,3,2,5,2,2,6272,7428,1,1,0,20,4,4,80,2,6,5,4,5,3,1,4,0,No
38,1,1084,1,29,3,1,1,4,1,54,3,2,6,4,2,6261,4185,3,1,0,18,3,1,80,1,9,3,1,7,7,1,7,0,No
42,1,462,2,14,2,4,1,3,0,68,2,2,5,3,1,6244,7824,7,1,0,17,3,1,80,0,10,6,3,5,4,0,3,0,No
25,1,1372,2,18,1,3,1,1,1,93,4,2,5,3,2,6232,12477,2,1,0,11,3,2,80,0,6,3,2,3,2,1,2,0,No
41,0,267,2,10,2,3,1,4,1,56,3,2,5,4,1,6230,13430,7,1,0,14,3,4,80,0,16,3,3,14,3,1,10,0,No
32,1,548,1,1,3,3,1,2,1,66,3,2,3,2,2,6220,7346,1,1,0,17,3,2,80,2,10,3,3,10,4,0,9,0,No
27,1,1130,2,8,4,6,1,2,0,56,3,2,5,2,2,6214,3415,1,1,0,18,3,1,80,1,8,3,3,8,7,0,7,0,No
32,1,604,2,8,3,4,1,3,1,56,4,2,5,4,2,6209,11693,1,1,0,15,3,3,80,2,10,4,4,10,7,0,8,0,No
36,1,928,2,1,2,3,1,2,1,56,3,2,5,4,2,6201,2823,1,1,1,14,3,4,80,1,18,1,2,18,14,4,11,0,No
25,1,883,2,26,1,4,1,3,0,32,3,2,5,4,1,6180,22807,1,1,0,23,4,2,80,0,6,5,2,6,5,1,4,0,No
31,1,330,1,22,4,4,1,4,1,98,3,2,6,3,2,6179,21057,1,1,1,15,3,4,80,2,10,3,2,10,2,6,7,1,Yes
31,1,249,2,6,4,3,1,2,1,76,1,2,5,3,2,6172,20739,4,1,1,18,3,2,80,0,12,3,2,7,7,7,7,1,Yes
32,1,427,1,1,3,4,1,1,1,33,3,2,6,4,2,6162,10877,1,1,1,22,4,2,80,1,9,3,3,9,8,7,8,0,No
32,1,859,1,4,3,3,1,3,0,98,2,2,6,3,2,6162,19124,1,1,0,12,3,3,80,1,14,3,3,14,13,6,8,0,No
41,0,256,2,10,2,4,1,3,1,40,1,2,5,2,1,6151,22074,1,1,0,13,3,1,80,0,19,4,3,19,2,11,9,0,No
33,0,750,2,22,2,6,1,3,1,95,3,2,5,2,2,6146,15480,0,1,0,13,3,1,80,1,8,2,4,7,7,0,7,0,No
35,1,670,1,10,4,4,1,1,0,51,3,2,7,3,1,6142,4223,3,1,1,16,3,3,80,0,10,4,3,5,2,0,4,0,No
34,1,970,1,8,2,4,1,2,0,96,3,2,7,3,1,6142,7360,3,1,0,11,3,4,80,0,10,2,3,5,1,4,3,0,No
27,1,155,1,4,3,3,1,2,1,87,4,2,6,2,2,6142,5174,1,1,1,20,4,2,80,1,6,0,3,6,2,0,3,0,No
36,1,1456,2,13,5,6,1,2,1,96,2,2,5,1,3,6134,8658,5,1,1,13,3,2,80,3,16,3,3,2,2,2,2,1,Yes
51,1,1169,1,7,4,4,1,2,1,34,2,2,6,3,2,6132,13983,2,1,0,17,3,3,80,0,10,2,3,1,0,0,0,0,No
34,1,507,2,15,2,4,1,3,0,66,3,2,5,1,1,6125,23553,1,1,0,12,3,4,80,0,10,6,4,10,8,9,6,0,No
39,1,1498,2,21,4,3,1,1,1,44,2,2,5,4,2,6120,3567,3,1,1,12,3,4,80,2,8,2,4,5,4,1,4,0,No
30,1,570,2,5,3,6,1,4,0,30,2,2,5,3,3,6118,5431,1,1,0,13,3,3,80,3,10,2,3,10,9,1,2,0,No
30,1,317,1,2,3,3,1,3,0,43,1,2,6,4,1,6091,24793,2,1,0,20,4,3,80,0,11,2,3,5,4,0,2,0,No
38,2,888,0,10,4,5,1,3,1,71,3,2,4,3,2,6077,14814,3,1,0,11,3,3,80,0,10,2,3,6,3,1,2,0,No
34,2,658,1,7,3,3,1,1,1,66,1,2,2,3,1,6074,22887,1,1,1,24,4,4,80,0,9,3,3,9,7,0,6,1,Yes
42,1,932,1,1,2,3,1,4,0,43,2,2,6,4,2,6062,4051,9,1,1,13,3,4,80,1,8,4,3,4,3,0,2,0,No
41,1,483,1,6,3,4,1,4,1,95,2,2,6,2,1,6032,10110,6,1,1,15,3,4,80,0,8,3,3,5,4,1,2,0,No
34,1,511,2,3,2,3,1,4,0,32,1,2,5,4,1,6029,25353,5,1,0,12,3,1,80,0,6,3,3,2,2,2,2,0,No
41,1,1102,2,1,2,3,1,2,0,94,3,2,5,4,1,5993,19479,8,1,1,11,3,1,80,0,8,0,1,6,4,0,5,1,Yes
37,1,1115,1,1,4,3,1,1,1,51,2,2,6,3,3,5993,2689,1,1,0,18,3,3,80,1,7,2,4,7,5,0,7,0,No
44,1,1112,0,1,4,3,1,1,0,50,2,2,4,3,1,5985,26894,4,1,0,11,3,2,80,0,10,1,4,2,2,0,2,0,No
38,2,240,1,2,4,3,1,1,0,75,4,2,6,1,1,5980,26085,6,1,1,12,3,4,80,0,17,2,3,15,7,4,12,0,No
37,1,1319,1,6,3,4,1,3,1,51,4,2,3,1,3,5974,17001,4,1,1,13,3,1,80,2,13,2,3,7,7,6,7,0,No
